station_id,obsTime,ELEV,WDIR,WDSD,TEMP,HUMD,PRES,SUN,H_24R,H_FX,H_XD,H_FXT,D_TX,D_TXT,D_TN,D_TNT
C0AI30,2020-03-21 00:00:00,26,0,0,22.1,0.85,1013.9,,0,-99,-99,-99,22.9,,19.7,
C0R240,2020-03-21 00:00:00,87,103,1,-99,0.84,1005.5,,0,-99,-99,-99,28.5,,19.1,
C0AD30,2020-03-21 00:00:00,20,0,0,22.6,0.73,1011.7,,0,-99,-99,-99,24.2,,19.8,
C0D430,2020-03-21 00:00:00,87,0,0,19.1,0.99,1005.1,,0,-99,-99,-99,24.6,,16.8,
C0X210,2020-03-21 00:00:00,38,133,0.6,21.1,0.97,1010,,0,-99,-99,-99,28.6,,19.7,
C0R680,2020-03-21 00:00:00,13,305,0.5,21.7,0.9,1014.8,,0,-99,-99,-99,26.1,,21.5,
C0AH10,2020-03-21 00:00:00,30,150,1.9,22.7,0.97,1012,,0,-99,-99,-99,23.8,,19.8,
C0E880,2020-03-21 00:00:00,507,180,2.7,20.3,0.99,958.6,,0,-99,-99,-99,24.3,,18,
C0O960,2020-03-21 00:00:00,112,37,0.8,20.6,0.9,1002.2,,0,-99,-99,-99,28.9,,19,
C0H950,2020-03-21 00:00:00,192,0,0,20.4,0.94,994.2,,0,-99,-99,-99,28,,18.7,
C0SA60,2020-03-21 00:00:00,6,353,0.5,21.1,0.9,1015.7,,0,-99,-99,-99,26.1,,21.1,
C0A540,2020-03-21 00:00:00,401,0,0,18.3,0.96,970.4,,0,-99,-99,-99,20,,15.6,
C0C690,2020-03-21 00:00:00,242,168,0.9,19,0.8,988.1,,0,-99,-99,-99,22.3,,17,
C0V370,2020-03-21 00:00:00,74,0,0,20,0.95,1008.3,,0,-99,-99,-99,29.6,,19.3,
C0I110,2020-03-21 00:00:00,161,315,0.4,22.2,0.86,998.4,,0,-99,-99,-99,28,,20.2,
C0M750,2020-03-21 00:00:00,10,20,1.4,21.1,0.89,1014.9,,0,-99,-99,-99,26.4,,21,
C0R340,2020-03-21 00:00:00,230,37,0.3,18.9,0.98,989.5,,0,-99,-99,-99,27.7,,18.9,
C0U970,2020-03-21 00:00:00,7,0,0,20.3,0.93,1017.5,,0,-99,-99,-99,22,,19.6,
C0X300,2020-03-21 00:00:00,70,0,0,20.4,0.95,1007.8,,0,-99,-99,-99,28.5,,18.8,
C0R480,2020-03-21 00:00:00,57,24,0.8,22.1,0.87,1008.8,,0,-99,-99,-99,29.7,,20.7,
C0A9E0,2020-03-21 00:00:00,26,74,0.3,22.2,0.74,1013.6,,0,-99,-99,-99,24.6,,18.9,
C0R590,2020-03-21 00:00:00,72,355,1.5,22.5,0.99,1007.6,,0,-99,-99,-99,28.6,,21,
C0G820,2020-03-21 00:00:00,29,0,0.2,20.8,0.94,1012.4,,0,-99,-99,-99,26.7,,20.2,
C0U600,2020-03-21 00:00:00,10,0,0,19.8,0.99,1015.6,,0,-99,-99,-99,22.2,,18.7,
C0U910,2020-03-21 00:00:00,17,242,0.7,20,0.91,1015.3,,0,-99,-99,-99,21.7,,19.4,
C0V630,2020-03-21 00:00:00,19,70,0.9,22.2,0.84,1013.6,,0,-99,-99,-99,26.6,,21.3,
C0D650,2020-03-21 00:00:00,97,193,1.4,19.9,0.92,1004.9,,0,-99,-99,-99,23.4,,18.1,
C0K510,2020-03-21 00:00:00,10,27,0.5,20.6,0.91,1014.4,,0,-99,-99,-99,26.1,,20.4,
C0V360,2020-03-21 00:00:00,94,354,0.4,18.7,0.95,1005.2,,0,-99,-99,-99,29.8,,18.1,
C0M780,2020-03-21 00:00:00,30,0,0,20.8,0.89,1013,,0,-99,-99,-99,28.9,,20.2,
C0K530,2020-03-21 00:00:00,12,28,1.4,21.4,0.91,1014.9,,0,-99,-99,-99,24.6,,21.2,
C0V750,2020-03-21 00:00:00,50,59,1.3,22.5,0.89,1011.4,,0,-99,-99,-99,28.9,,21.2,
C0T790,2020-03-21 00:00:00,2830,281,0.9,5.4,0.99,728.4,,0,-99,-99,-99,13.6,,5.4,
C0S730,2020-03-21 00:00:00,110,22,3.9,22.1,0.92,1003.9,,4.5,-99,-99,-99,23,,19.8,
C0F0D0,2020-03-21 00:00:00,3171,145,1.5,3,0.7,699.3,,0,-99,-99,-99,5.9,,2.3,
C0F9X0,2020-03-21 00:00:00,166,359,1.1,20,0.99,998.1,,0,-99,-99,-99,23.7,,19.1,
C0F9Q0,2020-03-21 00:00:00,149,0,0,19.8,1,998.1,,0,-99,-99,-99,24.2,,18.2,
C0E780,2020-03-21 00:00:00,160,0,0,20.1,1,997.7,,0,-99,-99,-99,23.8,,18.2,
C0SA80,2020-03-21 00:00:00,136,287,0.7,20.3,0.96,1001.2,,0,-99,-99,-99,24.1,,20.2,
C0T960,2020-03-21 00:00:00,120,0,0,19.7,0.99,1003.8,,14.5,-99,-99,-99,21.5,,18.3,
C0X320,2020-03-21 00:00:00,30,125,0.9,19.4,0.94,1012,,0,-99,-99,-99,30.2,,18.9,
C0UA50,2020-03-21 00:00:00,808,149,0.6,16,1,926.2,,7,-99,-99,-99,16.2,,13.9,
C0U860,2020-03-21 00:00:00,5,288,0.3,20.4,0.95,1016.7,,0,-99,-99,-99,22.2,,19.6,
C0F0C0,2020-03-21 00:00:00,983,178,0.3,16.4,0.99,907.2,,0,-99,-99,-99,22.2,,14.8,
C0D480,2020-03-21 00:00:00,223,0,0,18.2,0.98,989.6,,0,-99,-99,-99,23.9,,16.4,
C0K291,2020-03-21 00:00:00,8,7,1.4,20.9,0.92,1015.7,,0,-99,-99,-99,26.3,,20.8,
C0X170,2020-03-21 00:00:00,50,55,0.6,21.6,0.94,1009.8,,0,-99,-99,-99,30.4,,20.1,
C0AH30,2020-03-21 00:00:00,755,167,4.9,17.6,1,931.8,,1.5,-99,-99,-99,17.6,,15.4,
C0R130,2020-03-21 00:00:00,1040,87,0.3,16.4,0.99,899.9,,0,-99,-99,-99,22.2,,16.3,
C0M790,2020-03-21 00:00:00,15,13,1.4,20.8,0.88,1013.3,,0,-99,-99,-99,27.9,,20.4,
C0I520,2020-03-21 00:00:00,3860,191,11.8,1.1,0.31,642.7,,-99,-99,-99,-99,2.7,,-1.4,
C0C590,2020-03-21 00:00:00,72,216,0.5,18.7,0.95,1007,,0,-99,-99,-99,24.3,,17.4,
C0G780,2020-03-21 00:00:00,27,3,1.1,21.3,0.92,1012.7,,0,-99,-99,-99,25,,20.1,
C0V660,2020-03-21 00:00:00,25,44,0.8,22.4,0.86,1013.5,,0,-99,-99,-99,28.5,,21,
C0F9R0,2020-03-21 00:00:00,20,0,0,20.8,1,1014.7,,0,-99,-99,-99,23.4,,19.3,
C0W130,2020-03-21 00:00:00,18,30,3.2,21.1,0.86,1013.2,,0,-99,-99,-99,23.8,,20.6,
C0C700,2020-03-21 00:00:00,151,0,0,20.5,0.84,998.9,,0,-99,-99,-99,23.4,,18.2,
C0R100,2020-03-21 00:00:00,1006,313,0.4,15.5,0.99,905.9,,0,-99,-99,-99,22.7,,15.2,
C0X120,2020-03-21 00:00:00,28,5,1.1,21.5,0.9,1014.1,,0,-99,-99,-99,28.9,,20.8,
C0R670,2020-03-21 00:00:00,26,99,0.9,22.5,0.83,1013.9,,0,-99,-99,-99,27.6,,22.5,
C0D570,2020-03-21 00:00:00,15,0,0,19.4,1,1014.6,,0,-99,-99,-99,25.5,,16.8,
C0S910,2020-03-21 00:00:00,212,45,5.2,22,0.99,993.6,,0.5,-99,-99,-99,24,,20.7,
C0M650,2020-03-21 00:00:00,20,338,0.4,20.6,0.92,1014.3,,0,-99,-99,-99,27.3,,20.3,
C0K280,2020-03-21 00:00:00,23,31,0.8,20.3,0.97,1015.9,,0,-99,-99,-99,27.3,,19.7,
C0X310,2020-03-21 00:00:00,9,36,1.9,21.5,0.87,1015.9,,0,-99,-99,-99,25.4,,21.5,
C0A9C0,2020-03-21 00:00:00,35,0,0,21.5,0.83,1012.4,,0,-99,-99,-99,23.1,,19.2,
C0V810,2020-03-21 00:00:00,32,349,1.5,22.6,0.81,1011.4,,0,-99,-99,-99,25.5,,21.2,
C0E730,2020-03-21 00:00:00,26,147,0.4,20.5,0.91,1011.8,,0,-99,-99,-99,25,,18.5,
C0UA10,2020-03-21 00:00:00,1711,313,1.2,10.1,1,834.8,,0,-99,-99,-99,13.7,,9.8,
C0R660,2020-03-21 00:00:00,20,113,1.1,22.4,0.89,1014.2,,0,-99,-99,-99,26,,21.4,
C0M640,2020-03-21 00:00:00,155,0,0,21.6,0.88,998.1,,0,-99,-99,-99,27.7,,19.3,
C0S660,2020-03-21 00:00:00,794,0,0.2,16.8,0.99,930.3,,0,-99,-99,-99,20,,16.7,
C0G900,2020-03-21 00:00:00,20,36,1.7,22,0.93,1012.8,,0,-99,-99,-99,24,,20.8,
C0AD40,2020-03-21 00:00:00,32,0,0,20,0.9,1012.3,,0,-99,-99,-99,24.1,,18.4,
C0UA00,2020-03-21 00:00:00,392,151,0.8,16,0.98,973.6,,0.5,-99,-99,-99,22,,16,
C0I080,2020-03-21 00:00:00,536,0,0,19.8,0.89,958.7,,0,-99,-99,-99,26.7,,17.9,
C0UA30,2020-03-21 00:00:00,1397,205,0.3,13,1,863.7,,4.5,-99,-99,-99,13.7,,11.4,
C0Z270,2020-03-21 00:00:00,343,325,0.5,18.3,0.99,978.8,,17,-99,-99,-99,19.4,,17,
C0G750,2020-03-21 00:00:00,31,16,0.9,20.4,0.92,1013.6,,-99,-99,-99,-99,25.5,,20,
C0A550,2020-03-21 00:00:00,422,0,0.1,17.7,1,969.5,,0.5,-99,-99,-99,18.2,,15.8,
C0E810,2020-03-21 00:00:00,53,0,0,18.9,0.99,1010.7,,0,-99,-99,-99,23.9,,16.8,
C0R640,2020-03-21 00:00:00,21,138,1.6,24.4,0.83,1013.5,,0,-99,-99,-99,26.3,,21.9,
C0D580,2020-03-21 00:00:00,120,0,0,18.6,0.98,1002.4,,0,-99,-99,-99,23.8,,16.7,
C0M660,2020-03-21 00:00:00,40,12,0.8,20.6,0.94,1012.2,,0,-99,-99,-99,26.3,,20,
C0K330,2020-03-21 00:00:00,38,359,0.6,20.4,0.99,1011.5,,0,-99,-99,-99,27.1,,20,
C0E830,2020-03-21 00:00:00,37,77,0.9,20.4,0.91,1011.7,,0,-99,-99,-99,23,,18.4,
C0X290,2020-03-21 00:00:00,10,56,2,21.7,0.89,1015,,0,-99,-99,-99,25.4,,21.7,
C0U760,2020-03-21 00:00:00,22,0,0,19.6,0.99,1016.5,,1,-99,-99,-99,22.2,,18.6,
C0U780,2020-03-21 00:00:00,15,174,0.8,19.9,0.99,1016,,0,-99,-99,-99,21.3,,19.1,
C0H9C0,2020-03-21 00:00:00,3402,303,2.4,0.6,0.97,677.2,,1,-99,-99,-99,4.4,,0.6,
C0V650,2020-03-21 00:00:00,28,44,2.2,22.3,0.86,1014.7,,0,-99,-99,-99,26.8,,21,
C0R720,2020-03-21 00:00:00,214,348,3.5,20.9,0.9,992.1,,0,-99,-99,-99,23.7,,20.9,
C0K470,2020-03-21 00:00:00,97,0,0,20.9,0.99,1004.9,,0,-99,-99,-99,26.9,,19.4,
C0T9N0,2020-03-21 00:00:00,261,59,0.7,19.1,1,987.9,,1,-99,-99,-99,21.1,,18.2,
CM0180,2020-03-21 00:00:00,313,0,0,20.1,0.87,981.5,,0,-99,-99,-99,27.5,,18.9,
C0Z070,2020-03-21 00:00:00,247,0,0,19.1,0.99,989,,2.5,-99,-99,-99,20.9,,17.6,
C0Z280,2020-03-21 00:00:00,224,215,0.4,19.1,0.99,993.2,,6,-99,-99,-99,21.5,,18.2,
C0SA40,2020-03-21 00:00:00,200,0,0.1,19.7,0.97,994.9,,0,-99,-99,-99,22.6,,19.2,
C0V440,2020-03-21 00:00:00,27,337,1.1,22.2,0.78,1012.4,,0,-99,-99,-99,29.7,,20.1,
C0R490,2020-03-21 00:00:00,49,334,1.2,22.6,0.88,1009.9,,0,-99,-99,-99,29.4,,21.1,
C0B010,2020-03-21 00:00:00,38,306,0.6,19.7,0.97,1009.4,,0,-99,-99,-99,21.5,,18.1,
C0X230,2020-03-21 00:00:00,29,29,0.7,20.2,0.91,1014.1,,0,-99,-99,-99,27.7,,19.7,
C0S770,2020-03-21 00:00:00,375,302,0.6,18.1,1,974,,1.5,-99,-99,-99,21.4,,18.1,
C0H890,2020-03-21 00:00:00,440,0,0,19.2,0.9,966.1,,0,-99,-99,-99,27.3,,18.3,
C0K480,2020-03-21 00:00:00,56,10,1.5,20.4,0.99,1009.5,,0,-99,-99,-99,25.7,,19.6,
C0R540,2020-03-21 00:00:00,17,71,0.7,23.8,0.85,1013.7,,0,-99,-99,-99,26.9,,21.8,
C0Z160,2020-03-21 00:00:00,124,0,0,19.9,0.93,1006.4,,14,-99,-99,-99,21.2,,18.5,
C0AH50,2020-03-21 00:00:00,275,0,0.2,19.6,0.99,984.3,,0,-99,-99,-99,21.4,,16.8,
C0F850,2020-03-21 00:00:00,379,127,0.3,18,0.99,972.7,,0,-99,-99,-99,24.8,,17.5,
C0G800,2020-03-21 00:00:00,15,39,1.3,20.7,0.99,1014.3,,0,-99,-99,-99,24,,20,
C0U890,2020-03-21 00:00:00,116,259,0.9,18.8,0.99,1005,,0.5,-99,-99,-99,21.5,,18.1,
C0F860,2020-03-21 00:00:00,2215,212,1.6,10.3,1,783.3,,0,-99,-99,-99,14.6,,9.5,
CM0170,2020-03-21 00:00:00,106,249,1.2,20.9,0.99,1005.1,,0,-99,-99,-99,26.1,,19.5,
C0B020,2020-03-21 00:00:00,86,125,4.6,20.7,0.86,1004.4,,0,-99,-99,-99,20.7,,19.1,
C0I390,2020-03-21 00:00:00,1184,98,0.3,15.7,0.99,889,,0.5,-99,-99,-99,22.2,,13.8,
C0T9D0,2020-03-21 00:00:00,7,0,0,19.8,1,1017.4,,10,-99,-99,-99,20.8,,18.3,
C0E520,2020-03-21 00:00:00,320,0,0.1,16.9,1,980.9,,0,-99,-99,-99,24.7,,16.5,
C0G740,2020-03-21 00:00:00,24,350,0.9,21.1,0.92,1013.7,,0,-99,-99,-99,24.7,,20.7,
C0UA70,2020-03-21 00:00:00,547,184,2.1,16.8,0.99,955.3,,2,7.4,217,,17,,15.1,
C0AC60,2020-03-21 00:00:00,55,157,1.9,20.3,0.99,1009.7,,0,-99,-99,-99,24.7,,18.5,
C0R510,2020-03-21 00:00:00,31,132,0.8,23.3,0.84,1011.7,,0,-99,-99,-99,28.9,,21.6,
C0X060,2020-03-21 00:00:00,19,21,0.3,19.8,0.94,1015.6,,0,-99,-99,-99,29.9,,19.5,
C0E550,2020-03-21 00:00:00,84,0,0,19,1,1007.3,,0,-99,-99,-99,23.2,,17.2,
C0AI20,2020-03-21 00:00:00,25,172,2,18.3,0.9,1013.1,,0,-99,-99,-99,20.9,,18.3,
C0E740,2020-03-21 00:00:00,27,225,0.3,19.7,0.99,1006.9,,0,-99,-99,-99,25,,17.3,
C0R650,2020-03-21 00:00:00,29,165,0.4,22.8,0.99,1013.8,,0,-99,-99,-99,28.5,,20.8,
C0S750,2020-03-21 00:00:00,2280,316,1,9.1,0.82,775.8,,0,-99,-99,-99,15.1,,9.1,
C0I370,2020-03-21 00:00:00,671,0,0,18.2,0.9,942,,0,-99,-99,-99,25.4,,17.1,
C0K400,2020-03-21 00:00:00,65,360,0.7,21,0.99,1009.3,,0,-99,-99,-99,27,,20,
C0A650,2020-03-21 00:00:00,287,0,0,17.4,0.99,983.9,,0,-99,-99,-99,19.8,,16.2,
C0U750,2020-03-21 00:00:00,398,194,5.5,17.1,1,970.8,,2,-99,-99,-99,17.7,,16.1,
C0M730,2020-03-21 00:00:00,40,0,0,22.8,0.81,1010.8,,0,-99,-99,-99,30.3,,20.9,
C0Z061,2020-03-21 00:00:00,174,0,0,19.6,0.99,1000.8,,7.5,-99,-99,-99,21.3,,18.6,
C0M670,2020-03-21 00:00:00,43,2,0.5,21.1,0.89,1010.8,,0,-99,-99,-99,27.6,,20.4,
C0I530,2020-03-21 00:00:00,3014,238,9.9,3.5,0.85,701.1,,-99,-99,-99,-99,5.7,,3,
C0A880,2020-03-21 00:00:00,6,265,0.3,18.8,0.96,1014.6,,0.5,-99,-99,-99,20.7,,17.7,
C0S950,2020-03-21 00:00:00,415,233,1.9,18.5,1,969.4,,1.5,-99,-99,-99,21.9,,18.4,
C0X190,2020-03-21 00:00:00,10,0,0.2,21.6,0.88,1014.6,,0,-99,-99,-99,28.1,,21.1,
C0C460,2020-03-21 00:00:00,482,0,0,19.1,0.83,962.2,,0.5,-99,-99,-99,23.3,,16,
C0AI40,2020-03-21 00:00:00,37,74,0.5,22.5,0.73,1012.1,,0,-99,-99,-99,23.7,,19.1,
C0O930,2020-03-21 00:00:00,69,57,0.4,19.7,1,1007.9,,0,-99,-99,-99,30.9,,19,
C0T870,2020-03-21 00:00:00,135,0,0,18.8,0.99,1001.8,,7.5,-99,-99,-99,20.8,,17.9,
C0A920,2020-03-21 00:00:00,196,0,0,19.4,0.88,992.6,,0,-99,-99,-99,19.9,,17.5,
C0A940,2020-03-21 00:00:00,49,0,0.1,18.1,0.99,1010.7,,0,-99,-99,-99,20,,16.7,
C0S740,2020-03-21 00:00:00,289,0,0.2,19.1,0.99,985.5,,0,-99,-99,-99,21.6,,18.2,
C0U980,2020-03-21 00:00:00,573,89,0.5,17,1,953.3,,0.5,-99,-99,-99,17.7,,15.1,
C0V250,2020-03-21 00:00:00,298,110,0.5,20.5,0.93,981.8,,0,-99,-99,-99,30.1,,18.7,
C0AH70,2020-03-21 00:00:00,34,28,0.3,22.2,0.7,1012.5,,0,-99,-99,-99,23.1,,19.5,
C0M760,2020-03-21 00:00:00,40,353,0.6,21.2,0.89,1011.8,,0,-99,-99,-99,27.4,,20.5,
C0O980,2020-03-21 00:00:00,18,30,0.6,20.7,0.99,1015.2,,0,-99,-99,-99,30.7,,19.9,
C0R270,2020-03-21 00:00:00,51,153,1.5,22.6,0.94,1008.9,,0,-99,-99,-99,29,,20.8,
C0T9H0,2020-03-21 00:00:00,725,0,0,17,0.99,936.7,,26,-99,-99,-99,17.9,,14.9,
C0A660,2020-03-21 00:00:00,97,166,1.9,20.9,0.83,1004.4,,0,-99,-99,-99,20.9,,17.2,
C0A890,2020-03-21 00:00:00,40,0,0,18.7,0.97,1011.4,,0.5,-99,-99,-99,21,,17.4,
C0O840,2020-03-21 00:00:00,134,0,0,20.1,1,998.9,,0,-99,-99,-99,28.4,,19.1,
C0R530,2020-03-21 00:00:00,16,135,1.1,23.8,0.75,1014,,0,-99,-99,-99,25.5,,21.3,
C0G870,2020-03-21 00:00:00,12,25,1.1,21.4,0.88,1015.8,,0,-99,-99,-99,24.7,,20.7,
C0M820,2020-03-21 00:00:00,980,0,0,17.1,0.86,908.7,,0,-99,-99,-99,23.4,,15.2,
C0F9S0,2020-03-21 00:00:00,43,1,1.9,21.6,0.85,1011.3,,0,-99,-99,-99,25.8,,20.2,
C0R160,2020-03-21 00:00:00,45,57,0.9,21.7,0.99,1010.3,,0,-99,-99,-99,28.8,,20.2,
C0A950,2020-03-21 00:00:00,60,146,2.7,21,0.92,1009.6,,0.5,9.3,161,,21.3,,18.9,
C0F9L0,2020-03-21 00:00:00,253,64,0.7,19.5,0.99,986.7,,0,-99,-99,-99,24.4,,18.6,
C0V530,2020-03-21 00:00:00,34,53,0.8,21.5,1,1011.9,,0,-99,-99,-99,28.9,,19.7,
C0AI10,2020-03-21 00:00:00,76,196,2.4,20.6,0.87,1006.8,,0,-99,-99,-99,24.7,,17.6,
C0F9U0,2020-03-21 00:00:00,74,61,0.3,22.1,0.87,1007.6,,0,-99,-99,-99,26.5,,20.7,
C0V680,2020-03-21 00:00:00,40,334,0.3,23.2,0.81,1011.2,,0,-99,-99,-99,28.5,,21.5,
C0Z290,2020-03-21 00:00:00,946,0,0,16.1,0.99,912.8,,10,-99,-99,-99,16.8,,15,
CM0120,2020-03-21 00:00:00,4,32,2.4,22.2,0.81,1015.7,,0,-99,-99,-99,23.8,,21.8,
C0G760,2020-03-21 00:00:00,53,0,0.2,21,0.99,1012.5,,0,-99,-99,-99,27.3,,19.7,
C0K450,2020-03-21 00:00:00,35,1,1.5,20.6,0.89,1011.5,,0,-99,-99,-99,26.9,,20.1,
C0E820,2020-03-21 00:00:00,220,186,0.3,17.5,0.96,991.2,,0,-99,-99,-99,23,,16.2,
C0A530,2020-03-21 00:00:00,300,26,2.1,17.5,0.99,982.4,,0,-99,-99,-99,21.1,,16.3,
C0M520,2020-03-21 00:00:00,15,50,0.5,20.1,0.92,1013.9,,0,-99,-99,-99,27.5,,19.7,
C0K240,2020-03-21 00:00:00,1132,84,0.9,16.4,0.99,895,,0,-99,-99,-99,22.9,,15.3,
C0V210,2020-03-21 00:00:00,734,85,0.5,17.9,0.9,935.4,,0,-99,-99,-99,27.2,,16.6,
C0Z320,2020-03-21 00:00:00,646,232,0.5,16.4,1,944.7,,8,-99,-99,-99,17.9,,16.3,
C0R600,2020-03-21 00:00:00,766,7,0.7,19.7,0.89,930.2,,0,-99,-99,-99,22.2,,19,
C0C650,2020-03-21 00:00:00,208,217,0.6,19.1,0.94,991.8,,0.5,-99,-99,-99,22.5,,17.1,
C0F9I0,2020-03-21 00:00:00,194,21,0.8,19.8,1,993.2,,0.5,-99,-99,-99,23.1,,18.4,
C0T820,2020-03-21 00:00:00,550,0,0,17.1,0.96,959.2,,0.5,-99,-99,-99,19.7,,16.9,
C0S890,2020-03-21 00:00:00,238,15,0.9,19.8,0.97,993.2,,0.5,-99,-99,-99,22,,19.2,
C0G840,2020-03-21 00:00:00,32,0,0,20.1,1,1011.8,,0,-99,-99,-99,27.1,,19.5,
C0V710,2020-03-21 00:00:00,34,41,1.4,24.1,0.75,1011.8,,0,-99,-99,-99,28.1,,22.5,
C0X140,2020-03-21 00:00:00,17,45,1.1,21.2,0.93,1013.8,,0,-99,-99,-99,29.8,,20.7,
C0C680,2020-03-21 00:00:00,228,86,0.3,19.8,0.82,988,,0,-99,-99,-99,21.5,,16.8,
C0D360,2020-03-21 00:00:00,523,0,0,16.2,0.99,955.4,,1,-99,-99,-99,22.9,,15.5,
C0C710,2020-03-21 00:00:00,143,0,0.1,18.9,0.99,999.8,,0,-99,-99,-99,24.1,,17.1,
C0Z190,2020-03-21 00:00:00,62,274,0.5,19.7,1,1010.2,,2.5,-99,-99,-99,20.6,,19,
C0Z020,2020-03-21 00:00:00,211,0,0.2,19.2,0.99,992.6,,1.5,-99,-99,-99,20.4,,18.1,
C0I380,2020-03-21 00:00:00,258,0,0,21.5,0.9,985.9,,0,-99,-99,-99,27.8,,19.6,
C0D560,2020-03-21 00:00:00,147,161,0.5,19.6,0.92,999.6,,0,-99,-99,-99,25.1,,18,
C0Z220,2020-03-21 00:00:00,589,271,0.7,16.8,0.99,952.2,,5,-99,-99,-99,17.8,,15.6,
C0R220,2020-03-21 00:00:00,23,96,0.5,22.5,1,1013.6,,0,-99,-99,-99,28.1,,21,
C0A870,2020-03-21 00:00:00,685,165,3.8,16.9,1,937,,0,-99,-99,-99,17.1,,14.5,
C0V670,2020-03-21 00:00:00,20,9,1.8,23.3,0.8,1013.5,,0,-99,-99,-99,27.4,,21.9,
C0G770,2020-03-21 00:00:00,15,49,0.7,21.7,0.91,1014.3,,0,-99,-99,-99,24.9,,21,
C0C540,2020-03-21 00:00:00,46,255,0.3,19.7,0.93,1010.6,,0,-99,-99,-99,26.1,,17.8,
C0F9O0,2020-03-21 00:00:00,175,0,0,20.6,1,995.8,,0,-99,-99,-99,26.2,,19.3,
C0Z230,2020-03-21 00:00:00,31,292,2.2,19.9,0.91,1014.9,,2.5,-99,-99,-99,21,,18.9,
C0U900,2020-03-21 00:00:00,63,69,0.3,19.6,0.99,1011.3,,0.5,-99,-99,-99,21.6,,18.5,
C0X200,2020-03-21 00:00:00,61,0,0,20.1,1,1008.8,,0,-99,-99,-99,28.8,,19,
C0G640,2020-03-21 00:00:00,17,0,0,20.5,0.95,1016.6,,0,-99,-99,-99,24.7,,19.9,
C0Z080,2020-03-21 00:00:00,298,343,0.3,18.4,0.99,983.4,,15.5,-99,-99,-99,23,,17.7,
C0U770,2020-03-21 00:00:00,5,297,2.6,19.7,0.99,1017.1,,0.5,-99,-99,-99,21.3,,19.6,
C0Z210,2020-03-21 00:00:00,126,0,0,19.5,0.99,1004.3,,13.5,-99,-99,-99,21.9,,18,
C0V690,2020-03-21 00:00:00,30,54,1.6,23.5,0.8,1013,,0,-99,-99,-99,25.8,,22.4,
C0M690,2020-03-21 00:00:00,33,4,0.7,20.7,0.94,1011.5,,0,-99,-99,-99,28,,20,
C0R440,2020-03-21 00:00:00,1654,339,3.9,14.6,0.83,836.9,,0,-99,-99,-99,17.1,,12.1,
C0F970,2020-03-21 00:00:00,145,102,1.1,20.3,0.87,998.8,,0,-99,-99,-99,25.5,,18.8,
C0C490,2020-03-21 00:00:00,157,0,0,20.7,0.84,997.6,,0,-99,-99,-99,24.3,,18.4,
C0X160,2020-03-21 00:00:00,26,30,1.2,22.3,0.98,1012.3,,0,-99,-99,-99,28.9,,21.2,
C0S760,2020-03-21 00:00:00,1621,0,0,12.6,1,842.2,,1,-99,-99,-99,15.2,,12.6,
C0O830,2020-03-21 00:00:00,127,113,0.6,19.7,0.99,1002,,0,-99,-99,-99,30.9,,19.1,
C0A9A0,2020-03-21 00:00:00,24,0,0,21.7,0.85,1013.3,,0,-99,-99,-99,23.2,,18.4,
C0AD50,2020-03-21 00:00:00,84,0,0,20.7,1,1006.8,,0,-99,-99,-99,23.5,,18.4,
C0G620,2020-03-21 00:00:00,110,267,0.9,20.4,0.99,1002.9,,0,-99,-99,-99,28,,18.9,
C0W110,2020-03-21 00:00:00,16,345,1.4,15,0.83,1016,,0,-99,-99,-99,16.1,,13.9,
CM0130,2020-03-21 00:00:00,11,27,1.9,22.3,0.79,1015.7,,0,-99,-99,-99,24.9,,22.1,
C0AC70,2020-03-21 00:00:00,71,0,0,21.4,0.81,1007.7,,0,-99,-99,-99,23,,18.8,
CM0100,2020-03-21 00:00:00,25,128,0.9,20.3,0.86,1013.1,,0,-99,-99,-99,24.3,,19,
C0X050,2020-03-21 00:00:00,25,0,0,20.6,0.99,1012.2,,0,-99,-99,-99,30.1,,19.7,
C0K580,2020-03-21 00:00:00,26,20,0.6,20.6,0.99,1014.5,,0,-99,-99,-99,27.5,,20,
C0G650,2020-03-21 00:00:00,34,0,0,21.8,0.99,1012,,0,-99,-99,-99,28,,20.3,
C0T9B0,2020-03-21 00:00:00,558,190,0.4,17.7,0.99,955.2,,7.5,-99,-99,-99,18.4,,16,
C0E850,2020-03-21 00:00:00,104,0,0,18.9,0.96,1003.8,,0,-99,-99,-99,23.6,,16.9,
C0S990,2020-03-21 00:00:00,409,42,1.4,19.7,0.94,970.7,,0,-99,-99,-99,22.2,,18.9,
C0X240,2020-03-21 00:00:00,394,184,0.3,20,0.89,972.2,,0,-99,-99,-99,26.5,,17.8,
C0I090,2020-03-21 00:00:00,910,184,0.7,17.1,1,915.8,,0,-99,-99,-99,21.7,,16.2,
C0I490,2020-03-21 00:00:00,1601,101,1.5,13.4,0.97,844.7,,0,-99,-99,-99,20.4,,12.4,
C0Z050,2020-03-21 00:00:00,830,0,0,16.3,0.99,926.4,,0.5,-99,-99,-99,17.3,,15.8,
C0X150,2020-03-21 00:00:00,18,33,1.2,21.5,0.91,1015.5,,0,-99,-99,-99,29.5,,20.8,
C0R690,2020-03-21 00:00:00,248,7,0.9,19.8,0.96,987.1,,0,-99,-99,-99,26.3,,19.8,
C0U720,2020-03-21 00:00:00,1260,283,0.6,13.2,1,890,,2,-99,-99,-99,15.1,,12.5,
