station_id,obsTime,ELEV,WDIR,WDSD,TEMP,HUMD,PRES,SUN,H_24R,H_FX,H_XD,H_FXT,D_TX,D_TXT,D_TN,D_TNT
C0R470,2020-03-21 18:00:00,103,208,1.9,26.6,0.67,1002.7,,0,-99,-99,-99,31.2,,20.7,
C0W120,2020-03-21 18:00:00,58,-99,-99,22.4,0.8,1007.5,,0,-99,-99,-99,25.6,,20,
C0V350,2020-03-21 18:00:00,36,264,1.4,25.9,0.71,1010.7,,0,-99,-99,-99,31.2,,19.2,
CM0160,2020-03-21 18:00:00,159,248,1.6,24.7,0.74,996.8,,0,-99,-99,-99,31.4,,18.8,
C0V500,2020-03-21 18:00:00,6,249,0.3,25.4,0.79,1011.7,,0,-99,-99,-99,27.5,,22.4,
C0SA30,2020-03-21 18:00:00,92,231,0.6,23.7,0.86,1005.2,,0,-99,-99,-99,26,,19.2,
C0U710,2020-03-21 18:00:00,1942,265,0.9,13.7,0.79,810.2,,0,-99,-99,-99,18,,9.7,
C0Z100,2020-03-21 18:00:00,36,0,0,24.1,0.81,1011.9,,0,-99,-99,-99,28.6,,18.2,
C0Z170,2020-03-21 18:00:00,199,224,0.8,26.4,0.67,993,,0,-99,-99,-99,31.9,,19.3,
C0K430,2020-03-21 18:00:00,30,229,2.3,23.8,0.85,1011.1,,0,-99,-99,-99,26.9,,19.3,
C0S960,2020-03-21 18:00:00,32,295,0.6,24.9,0.73,1010.9,,0,-99,-99,-99,26.9,,21.1,
C0T9M0,2020-03-21 18:00:00,92,188,2.5,23.5,0.9,1005.6,,0,-99,-99,-99,27.7,,19.7,
C0AI00,2020-03-21 18:00:00,188,250,0.3,21.6,0.9,993.1,,0,7.1,284,,28.8,,19,
C0AC40,2020-03-21 18:00:00,1079,192,1.9,17.4,0.99,894,,0,-99,-99,-99,22.9,,12.5,
C0F9M0,2020-03-21 18:00:00,230,286,0.8,22.8,0.87,987,,0,-99,-99,-99,27.1,,18.3,
C0A930,2020-03-21 18:00:00,216,269,0.5,21.2,0.91,987.1,,0,-99,-99,-99,24.2,,16.6,
C0A640,2020-03-21 18:00:00,241,307,0.8,23.1,0.74,988.1,,0,-99,-99,-99,29,,18.2,
C0I420,2020-03-21 18:00:00,305,225,3.3,25.4,0.73,978.4,,0,-99,-99,-99,29.6,,17.5,
C0R170,2020-03-21 18:00:00,26,213,0.5,25.6,0.78,1011.2,,0,-99,-99,-99,30.4,,20.3,
C0M530,2020-03-21 18:00:00,1385,0,0.2,19.2,0.7,870,,0,-99,-99,-99,21.9,,12.5,
C0H960,2020-03-21 18:00:00,120,0,0.1,25.7,0.75,998.3,,0,-99,-99,-99,29.1,,20.2,
C0V620,2020-03-21 18:00:00,18,249,1.5,24.6,0.84,1011.9,,0,-99,-99,-99,26.1,,20.5,
C0X280,2020-03-21 18:00:00,22,261,1.2,23.9,0.82,1011.5,,0,-99,-99,-99,26.3,,19.8,
C0AH40,2020-03-21 18:00:00,426,189,0.8,22.3,0.82,963.5,,0,-99,-99,-99,27.9,,18.5,
C0T9A0,2020-03-21 18:00:00,498,157,1.7,19.6,0.99,958.8,,0,-99,-99,-99,24.8,,16.5,
C0K390,2020-03-21 18:00:00,31,225,1.7,25,0.73,1010.2,,0,-99,-99,-99,27.7,,19.5,
C0I540,2020-03-21 18:00:00,3344,-99,-99,3.6,0.99,684.5,,-99,-99,-99,-99,9,,0.6,
C0G890,2020-03-21 18:00:00,24,267,1.6,23.6,0.99,1010.6,,0,-99,-99,-99,26.1,,20.2,
C0G720,2020-03-21 18:00:00,50,302,1.7,24.3,0.82,1007.5,,0,-99,-99,-99,26.9,,19.5,
C0UA40,2020-03-21 18:00:00,1121,221,2.8,19,0.7,890.3,,0.5,-99,-99,-99,23.2,,13.3,
C0V400,2020-03-21 18:00:00,56,248,1.5,25.1,0.76,1006.9,,0,-99,-99,-99,28.9,,20,
C0X130,2020-03-21 18:00:00,27,280,1.1,25.7,0.73,1009.9,,0,-99,-99,-99,30.2,,20.8,
C0A520,2020-03-21 18:00:00,48,271,1.8,24,0.75,1008.3,,0,8.8,322,,29.3,,19.6,
C0U870,2020-03-21 18:00:00,474,300,0.6,21.3,0.87,960.6,,0,-99,-99,-99,26.3,,16.9,
C0S690,2020-03-21 18:00:00,522,248,0.8,21,0.89,955.9,,0.5,-99,-99,-99,27.4,,18.1,
C0R150,2020-03-21 18:00:00,105,223,1,25.9,0.7,1001,,0,-99,-99,-99,31.9,,20.9,
C0K560,2020-03-21 18:00:00,117,239,0.6,25.3,0.7,1001.1,,0,-99,-99,-99,29.1,,19,
C0X100,2020-03-21 18:00:00,10,253,1.9,25.1,0.82,1010.9,,0,-99,-99,-99,28.6,,21.6,
C0K460,2020-03-21 18:00:00,60,237,1.8,25.1,0.72,1005.9,,0,-99,-99,-99,28.1,,19.8,
C0M740,2020-03-21 18:00:00,15,217,0.9,23.9,0.81,1011.2,,0,-99,-99,-99,27.3,,19.2,
C0SA10,2020-03-21 18:00:00,411,160,0.6,21.4,0.93,968.7,,0,-99,-99,-99,28.7,,18,
C0C660,2020-03-21 18:00:00,176,252,0.4,21.9,0.86,993.7,,0.5,-99,-99,-99,26.9,,18.4,
C0R620,2020-03-21 18:00:00,34,42,1.3,24.4,0.89,1011.2,,0,-99,-99,-99,27.2,,21.8,
C0R700,2020-03-21 18:00:00,19,246,0.5,25.3,0.78,1012.5,,0,-99,-99,-99,26.8,,20,
C0F0B0,2020-03-21 18:00:00,311,3,0.5,22.1,0.87,978.3,,0,-99,-99,-99,26.9,,16.9,
C0O970,2020-03-21 18:00:00,71,234,1.1,25.1,0.69,1005.6,,0,-99,-99,-99,31.8,,18.3,
C0F9P0,2020-03-21 18:00:00,26,263,1.1,23.5,0.9,1011.2,,0,-99,-99,-99,27,,19.9,
C0R560,2020-03-21 18:00:00,22,181,0.9,25.6,0.73,1012.1,,0,-99,-99,-99,28.9,,21.1,
C0X220,2020-03-21 18:00:00,26,250,1.1,23.9,0.79,1010.7,,0,-99,-99,-99,26.7,,19.7,
C0M680,2020-03-21 18:00:00,37,229,0.8,24.2,0.83,1011,,0,-99,-99,-99,28.7,,19.6,
C0S710,2020-03-21 18:00:00,382,208,1.2,21.8,0.91,972.5,,0,-99,-99,-99,27.3,,17.1,
C0F9T0,2020-03-21 18:00:00,111,298,1.4,23.8,0.79,1000.3,,0,-99,-99,-99,27.1,,19.4,
C0F9N0,2020-03-21 18:00:00,75,246,1.7,25.8,0.71,1004.5,,0,-99,-99,-99,28.1,,20.7,
C0G740,2020-03-21 18:00:00,24,272,1.6,23.6,0.83,1011,,0,-99,-99,-99,26,,20,
C0UA70,2020-03-21 18:00:00,547,219,3.1,19.5,0.99,952.6,,0.5,-99,-99,-99,24.6,,16.7,
C0AC60,2020-03-21 18:00:00,55,0,0,23.8,0.77,1007.3,,0,-99,-99,-99,29.8,,19.6,
C0R510,2020-03-21 18:00:00,31,199,1.7,26.1,0.71,1009.7,,0,-99,-99,-99,29.6,,21.4,
C0X060,2020-03-21 18:00:00,19,261,1.1,24.5,0.76,1013.3,,0,-99,-99,-99,29.1,,18.7,
C0E550,2020-03-21 18:00:00,84,260,0.9,22.7,0.8,1004.8,,0,-99,-99,-99,27.6,,18.9,
C0AI20,2020-03-21 18:00:00,25,244,1,21.6,0.87,1010.6,,0,-99,-99,-99,23.5,,18,
C0E740,2020-03-21 18:00:00,27,258,0.8,23.2,1,1004.5,,0,-99,-99,-99,28,,19.6,
C0R650,2020-03-21 18:00:00,29,216,2.1,25.6,0.84,1012,,0,-99,-99,-99,29.2,,20.4,
C0S750,2020-03-21 18:00:00,2280,342,1.8,14.5,0.68,775.5,,0,7.6,5,,18.4,,8.5,
C0I370,2020-03-21 18:00:00,671,229,0.9,24.9,0.6,939.5,,0,-99,-99,-99,28.3,,15.9,
C0K400,2020-03-21 18:00:00,65,230,1,25.3,0.72,1006.9,,0,-99,-99,-99,28.3,,19.8,
C0A650,2020-03-21 18:00:00,287,211,1.3,22,0.92,980.8,,0,-99,-99,-99,28.9,,16.9,
C0U750,2020-03-21 18:00:00,398,189,5.4,20,1,967.9,,0,-99,-99,-99,22.4,,17.1,
C0M730,2020-03-21 18:00:00,40,299,1.6,25,0.73,1008.6,,0,-99,-99,-99,30.9,,20.4,
C0Z061,2020-03-21 18:00:00,174,87,0.8,24.4,0.85,997.4,,0,-99,-99,-99,31.1,,18.9,
C0M670,2020-03-21 18:00:00,43,234,0.7,25.2,0.71,1008.3,,0,-99,-99,-99,29.1,,20,
C0I530,2020-03-21 18:00:00,3014,228,7.5,6,0.94,703.9,,-99,13.2,216,,10.2,,2.3,
C0A880,2020-03-21 18:00:00,6,246,0.4,23.6,0.8,1011.3,,0,6.6,104,,26.8,,17.9,
C0S950,2020-03-21 18:00:00,415,0,0.1,21.8,0.93,967.2,,0,-99,-99,-99,26.1,,17.7,
C0X190,2020-03-21 18:00:00,10,242,0.3,24.4,0.82,1012.3,,0,-99,-99,-99,27.6,,20.9,
C0AI30,2020-03-21 18:00:00,26,299,1,24.1,0.78,1011.2,,0,-99,-99,-99,28.9,,20.7,
C0U960,2020-03-21 18:00:00,1885,240,2.2,13,0.98,815.7,,0,-99,-99,-99,17.6,,6.4,
C0T9E0,2020-03-21 18:00:00,415,178,0.5,20.9,0.81,968.7,,0,-99,-99,-99,26.6,,16.9,
C0D550,2020-03-21 18:00:00,1956,289,0.3,15.4,0.67,812.7,,0,-99,-99,-99,19.9,,11.2,
C0C630,2020-03-21 18:00:00,209,235,2,22.1,0.78,989.9,,0,-99,-99,-99,27.4,,18.4,
C0R240,2020-03-21 18:00:00,87,239,1.3,25.2,0.74,1003.7,,0,-99,-99,-99,30.2,,18.7,
C0AD30,2020-03-21 18:00:00,20,267,2.4,23.5,0.73,1009.3,,0,-99,-99,-99,28.1,,20.7,
C0D430,2020-03-21 18:00:00,87,0,0,22.9,0.84,1002.6,,0,-99,-99,-99,28.4,,18.7,
C0X210,2020-03-21 18:00:00,38,282,1.7,24.8,0.78,1007.7,,0,-99,-99,-99,28.6,,19.2,
C0R680,2020-03-21 18:00:00,13,338,0.6,24.7,0.85,1013,,0,-99,-99,-99,27.1,,20.2,
C0AH10,2020-03-21 18:00:00,30,290,1.7,24.6,0.8,1009.5,,0,-99,-99,-99,29.7,,20.6,
C0E880,2020-03-21 18:00:00,507,175,1.1,20.8,0.99,956.5,,0,-99,-99,-99,25.7,,18.2,
C0O960,2020-03-21 18:00:00,112,215,0.9,24.4,0.74,999.8,,0,-99,-99,-99,30,,19,
C0H950,2020-03-21 18:00:00,192,265,0.9,25,0.8,991.8,,0,-99,-99,-99,29.7,,17.5,
C0SA60,2020-03-21 18:00:00,6,236,0.3,25.2,0.81,1013.3,,0,-99,-99,-99,27.9,,19.4,
C0A540,2020-03-21 18:00:00,401,0,0,21.3,0.85,967.6,,0,-99,-99,-99,27.2,,15.8,
C0C690,2020-03-21 18:00:00,242,303,0.7,21,0.79,986,,0,-99,-99,-99,26.9,,18.1,
C0V370,2020-03-21 18:00:00,74,0,0.2,24.6,0.74,1006.1,,0,-99,-99,-99,30.9,,18.1,
C0I110,2020-03-21 18:00:00,161,240,0.9,26,0.71,996.1,,0,-99,-99,-99,29,,20.2,
C0M750,2020-03-21 18:00:00,10,246,1.5,23.9,0.82,1012.5,,0,-99,-99,-99,26,,20.2,
C0R340,2020-03-21 18:00:00,230,0,0.1,23.9,0.87,987.8,,0,-99,-99,-99,29.4,,17.6,
C0U970,2020-03-21 18:00:00,7,33,1.7,24.3,0.8,1013.3,,0,-99,-99,-99,27.4,,18.7,
C0X300,2020-03-21 18:00:00,70,258,0.4,24.2,0.77,1005.6,,0,-99,-99,-99,29.2,,18.6,
C0R480,2020-03-21 18:00:00,57,198,2.2,25.8,0.71,1006.8,,0,-99,-99,-99,30.4,,20.5,
C0A9E0,2020-03-21 18:00:00,26,249,2.3,23.7,0.69,1011.1,,0,-99,-99,-99,28.7,,20.3,
C0R590,2020-03-21 18:00:00,72,266,2.9,25.3,0.79,1005.4,,0,-99,-99,-99,29.4,,20.6,
C0G820,2020-03-21 18:00:00,29,269,1.7,24.7,0.83,1010,,0,-99,-99,-99,27.7,,19.6,
C0U600,2020-03-21 18:00:00,10,54,0.9,24.8,0.78,1011.5,,0,-99,-99,-99,28.2,,18.1,
C0U910,2020-03-21 18:00:00,17,310,1.9,25.2,0.77,1011,,0,-99,-99,-99,28.4,,18.3,
C0V630,2020-03-21 18:00:00,19,241,1.2,24.5,0.82,1011.5,,0,-99,-99,-99,27,,20.9,
C0D650,2020-03-21 18:00:00,97,346,0.9,21.3,0.88,1002.5,,0,-99,-99,-99,26.2,,19.2,
C0K510,2020-03-21 18:00:00,10,220,1.2,24.1,0.81,1011.8,,0,-99,-99,-99,27.9,,19.5,
C0V360,2020-03-21 18:00:00,94,194,1.2,25.1,0.64,1003.1,,0,-99,-99,-99,32.1,,17.1,
C0M780,2020-03-21 18:00:00,30,280,0.9,24,0.82,1010.6,,0,-99,-99,-99,27.8,,19.6,
C0K530,2020-03-21 18:00:00,12,231,1.2,23.6,0.83,1012.1,,0,-99,-99,-99,25.4,,20,
C0V750,2020-03-21 18:00:00,50,246,1.3,25,0.82,1009.3,,0,-99,-99,-99,29.7,,21,
C0T790,2020-03-21 18:00:00,2830,282,0.6,9.9,0.79,729.1,,0,-99,-99,-99,18,,4.3,
C0S730,2020-03-21 18:00:00,110,148,0.8,23.6,0.88,1002,,0,-99,-99,-99,27.5,,22.1,
C0F0D0,2020-03-21 18:00:00,3171,146,4.5,6,0.94,699.6,,0,-99,-99,-99,13,,3,
C0F9X0,2020-03-21 18:00:00,166,287,1.6,22.7,0.91,994.8,,0,7.3,299,,26.3,,18.8,
C0F9Q0,2020-03-21 18:00:00,149,281,1.6,22.8,0.89,995.7,,0,-99,-99,-99,27.7,,18.2,
C0E780,2020-03-21 18:00:00,160,292,1.1,22.8,0.86,994.8,,0,-99,-99,-99,28.4,,18.7,
C0SA80,2020-03-21 18:00:00,136,0,0,24,0.83,999.2,,0,-99,-99,-99,27.2,,18.2,
C0T960,2020-03-21 18:00:00,120,15,0.5,23.5,0.96,1000.6,,0,-99,-99,-99,28.9,,18,
C0X320,2020-03-21 18:00:00,30,289,2.3,25.2,0.73,1009.7,,0,-99,-99,-99,30.2,,18.3,
C0UA50,2020-03-21 18:00:00,808,138,3.1,20.2,0.79,923.5,,0,-99,-99,-99,24.3,,15.3,
C0U860,2020-03-21 18:00:00,5,68,1.4,24.8,0.8,1012.6,,0,-99,-99,-99,27.5,,18.9,
C0F0C0,2020-03-21 18:00:00,983,195,0.4,19.8,0.99,905.2,,0,-99,-99,-99,24.3,,16.3,
C0D480,2020-03-21 18:00:00,223,256,0.8,21.3,0.87,987.3,,0,-99,-99,-99,26.9,,17.3,
C0K291,2020-03-21 18:00:00,8,217,1.5,23.9,0.85,1013.1,,0,-99,-99,-99,25.1,,19.9,
C0X170,2020-03-21 18:00:00,50,246,1.7,25.5,0.74,1007.7,,0,-99,-99,-99,30.6,,19.7,
C0AH30,2020-03-21 18:00:00,755,203,1.8,20.2,0.89,929.5,,0,-99,-99,-99,24.8,,16.7,
C0R130,2020-03-21 18:00:00,1040,261,1.7,19.6,0.93,898.5,,0,-99,-99,-99,26.8,,15.6,
C0M790,2020-03-21 18:00:00,15,237,1.5,24.3,0.77,1010.8,,0,-99,-99,-99,28.7,,19.7,
C0I520,2020-03-21 18:00:00,3860,194,7.2,2.6,0.9,643.8,,-99,15.3,203,,6.2,,0.6,
C0C590,2020-03-21 18:00:00,72,320,0.9,21,0.89,1004.8,,0,-99,-99,-99,26.6,,17.6,
C0G780,2020-03-21 18:00:00,27,272,2.3,24,0.84,1010.5,,0,-99,-99,-99,26.3,,20.2,
C0V660,2020-03-21 18:00:00,25,253,1.3,25.1,0.76,1011.4,,0,-99,-99,-99,28.4,,20.6,
C0F9R0,2020-03-21 18:00:00,20,281,1.3,23.3,1,1012.1,,0,-99,-99,-99,26.3,,19.3,
C0W130,2020-03-21 18:00:00,18,229,2.6,23,0.77,1010.7,,0,-99,-99,-99,24.5,,20.8,
C0C700,2020-03-21 18:00:00,151,272,1.4,22,0.84,996.7,,0,-99,-99,-99,27.3,,19,
C0X120,2020-03-21 18:00:00,28,261,1.1,25.4,0.75,1011.6,,0,-99,-99,-99,29,,20.5,
C0R670,2020-03-21 18:00:00,26,313,0.6,25.4,0.78,1012.6,,0,-99,-99,-99,26.8,,20.8,
C0W110,2020-03-21 18:00:00,16,187,5.1,18.4,0.84,1010.6,,0,-99,-99,-99,19.6,,12.8,
CM0130,2020-03-21 18:00:00,11,236,2.3,24.3,0.78,1013.4,,0,-99,-99,-99,24.9,,21.4,
C0AC70,2020-03-21 18:00:00,71,259,0.8,24.1,0.7,1005.4,,0,7.7,292,,30.2,,20.4,
CM0100,2020-03-21 18:00:00,25,283,1.3,23.1,0.75,1010.6,,0,-99,-99,-99,27.2,,19.9,
C0X050,2020-03-21 18:00:00,25,258,1.6,25.4,0.78,1009.8,,0,-99,-99,-99,30.2,,18.9,
C0K580,2020-03-21 18:00:00,26,234,1.9,25.1,0.86,1011.9,,0,-99,-99,-99,28.2,,19.2,
C0G650,2020-03-21 18:00:00,34,0,0,26,0.74,1009.4,,0,-99,-99,-99,28.9,,20,
C0T9B0,2020-03-21 18:00:00,558,293,0.3,19.8,0.99,953,,0,-99,-99,-99,24.3,,16.9,
C0E850,2020-03-21 18:00:00,104,0,0,22.6,0.82,1001.3,,0,-99,-99,-99,27.7,,18.9,
C0S990,2020-03-21 18:00:00,409,355,0.3,22,0.95,969.2,,0,-99,-99,-99,26,,19.1,
C0X240,2020-03-21 18:00:00,394,0,0,23,0.76,970.3,,0,-99,-99,-99,27.4,,17.2,
C0I090,2020-03-21 18:00:00,910,302,1.3,19.8,1,914.4,,0,-99,-99,-99,24.4,,16.8,
C0I490,2020-03-21 18:00:00,1601,82,1.6,17.9,0.65,844.1,,0,-99,-99,-99,24.3,,11.7,
C0Z050,2020-03-21 18:00:00,830,0,0.2,20.5,0.84,924.2,,0,-99,-99,-99,23.5,,15,
C0X150,2020-03-21 18:00:00,18,269,1.4,25.6,0.77,1013.1,,0,-99,-99,-99,29.4,,20.5,
C0R690,2020-03-21 18:00:00,248,85,0.8,22.8,0.9,985.6,,0,-99,-99,-99,26.5,,19.4,
C0U720,2020-03-21 18:00:00,1260,243,0.9,18.4,0.99,888.2,,0,-99,-99,-99,23.3,,12.2,
C0G660,2020-03-21 18:00:00,27,271,1.7,24.3,0.83,1011.9,,0,-99,-99,-99,27.6,,20.2,
C0E750,2020-03-21 18:00:00,62,264,1.9,23.2,0.79,1005.9,,0,-99,-99,-99,28.3,,20.1,
C0U520,2020-03-21 18:00:00,517,214,0.7,21,0.99,957.6,,0,-99,-99,-99,27.7,,15.5,
C0T9G0,2020-03-21 18:00:00,605,238,0.4,20,0.99,948.7,,0,-99,-99,-99,25.7,,16.9,
C0S700,2020-03-21 18:00:00,507,253,0.3,20.1,0.96,959,,0,-99,-99,-99,24.9,,16.5,
C0Z310,2020-03-21 18:00:00,59,30,0.8,23.1,0.99,1008.2,,0,-99,-99,-99,25.9,,18.9,
C0V610,2020-03-21 18:00:00,22,240,1.3,25,0.78,1011.4,,0,-99,-99,-99,26.4,,20.6,
C0E610,2020-03-21 18:00:00,850,0,0,19.7,0.88,920.2,,0,-99,-99,-99,25,,17.1,
C0R280,2020-03-21 18:00:00,242,0,0.2,22.6,0.95,987.3,,0,-99,-99,-99,27.7,,18.8,
C0M720,2020-03-21 18:00:00,225,246,1.2,23.8,0.75,988.3,,0,-99,-99,-99,28.6,,19.2,
C0AD10,2020-03-21 18:00:00,27,298,1.1,22.9,0.78,1010.4,,0,-99,-99,-99,26,,19.7,
C0Z180,2020-03-21 18:00:00,34,174,1.1,24.4,0.78,1010.4,,0,-99,-99,-99,26.3,,18.4,
C0K420,2020-03-21 18:00:00,42,268,1,25.2,0.7,1008.6,,0,-99,-99,-99,27.6,,19.2,
C0D540,2020-03-21 18:00:00,227,294,1,21.9,0.84,988.5,,0,-99,-99,-99,27.9,,17.3,
C0E590,2020-03-21 18:00:00,40,246,0.6,22.9,0.85,1008.2,,0,-99,-99,-99,27.2,,18,
C0Z330,2020-03-21 18:00:00,488,312,0.6,21.8,0.83,961.5,,0,-99,-99,-99,29.2,,16.7,
C0R580,2020-03-21 18:00:00,10,222,1.7,25.3,0.81,1012.8,,0,-99,-99,-99,27.7,,20.6,
C0S810,2020-03-21 18:00:00,65,219,0.7,23.9,0.88,1009.7,,0,-99,-99,-99,29,,19.5,
C0V820,2020-03-21 18:00:00,441,205,1,23.7,0.73,966.4,,0,-99,-99,-99,29.6,,17.3,
C0K490,2020-03-21 18:00:00,91,224,0.8,24.4,0.75,1003,,0,-99,-99,-99,28.4,,18.7,
C0SA20,2020-03-21 18:00:00,857,224,2.3,18.4,0.94,919.8,,0,-99,-99,-99,22.8,,15.9,
CM0140,2020-03-21 18:00:00,26,244,0.8,25.3,0.75,1012.4,,0,-99,-99,-99,26.7,,21.3,
C0AC80,2020-03-21 18:00:00,40,0,0.1,24,0.71,1008.7,,0,-99,-99,-99,30.1,,18.5,
C0M810,2020-03-21 18:00:00,1354,138,0.4,18.5,0.91,867.8,,0,-99,-99,-99,22.8,,13.3,
C0I360,2020-03-21 18:00:00,300,269,5.6,24,0.8,978.6,,0,-99,-99,-99,28.5,,18.9,
C0C620,2020-03-21 18:00:00,19,0,0.2,22.8,0.91,1010.2,,0,-99,-99,-99,28.8,,18.3,
C0M850,2020-03-21 18:00:00,695,0,0,21.6,0.82,935.7,,0,-99,-99,-99,28.5,,17.7,
C0F9V0,2020-03-21 18:00:00,525,300,2.1,22.9,0.85,954.7,,0,-99,-99,-99,26.9,,19.1,
C0T900,2020-03-21 18:00:00,160,0,0,23.4,0.76,994.8,,0,-99,-99,-99,28.1,,16.4,
C0K440,2020-03-21 18:00:00,35,217,0.9,25,0.74,1009.8,,0,-99,-99,-99,26.9,,19.1,
C0Z250,2020-03-21 18:00:00,1124,204,0.3,17.8,0.99,891.5,,0.5,-99,-99,-99,22.6,,13.9,
C0G860,2020-03-21 18:00:00,45,236,0.6,25.7,0.72,1007.7,,0,-99,-99,-99,28.6,,20.3,
C0V790,2020-03-21 18:00:00,410,252,4.3,24.1,0.69,967,,0,-99,-99,-99,29.7,,19.1,
C0V740,2020-03-21 18:00:00,60,243,1.3,26,0.64,1008,,0,-99,-99,-99,30.3,,20,
C0Z200,2020-03-21 18:00:00,153,218,0.8,23.4,0.99,997.9,,0,-99,-99,-99,27.7,,17.4,
C0K520,2020-03-21 18:00:00,10,254,0.6,23.9,0.81,1011.6,,0,-99,-99,-99,27.4,,19.6,
C0X250,2020-03-21 18:00:00,33,240,1.4,25,0.7,1010,,0,-99,-99,-99,28.7,,20.3,
C0S940,2020-03-21 18:00:00,150,165,0.7,22.7,0.92,996.9,,0,-99,-99,-99,28.5,,19.9,
CM0110,2020-03-21 18:00:00,7,276,1.7,23.8,0.77,1013,,-99,-99,-99,-99,25.8,,20.2,
C0A970,2020-03-21 18:00:00,96,237,5.5,22.5,0.99,1003,,0,10.8,217,,24,,19.3,
C0M700,2020-03-21 18:00:00,150,260,0.6,25,0.71,997.6,,0,-99,-99,-99,29.6,,18.3,
C0U990,2020-03-21 18:00:00,31,4,1.6,24.8,0.8,1010.5,,0,-99,-99,-99,27.7,,18.3,
C0D590,2020-03-21 18:00:00,143,0,0,21.4,0.93,998.3,,0,-99,-99,-99,26.1,,18.3,
C0S790,2020-03-21 18:00:00,236,0,0,22.4,0.83,989.7,,0,-99,-99,-99,28.3,,18.8,
C0A570,2020-03-21 18:00:00,360,0,0,22.7,0.84,973,,0,-99,-99,-99,28,,15.3,
C0M800,2020-03-21 18:00:00,440,260,1.2,24.8,0.69,964.7,,0,-99,-99,-99,29,,18.4,
C0E870,2020-03-21 18:00:00,34,288,1.5,22.9,0.87,1011.1,,0,-99,-99,-99,28.3,,20,
C0V490,2020-03-21 18:00:00,20,202,0.8,25.1,0.77,1012,,0,-99,-99,-99,27.2,,22.4,
C0M710,2020-03-21 18:00:00,15,213,0.7,23.8,0.84,1012.2,,0,-99,-99,-99,24.9,,20,
C0D570,2020-03-21 18:00:00,15,0,0,22.8,0.86,1011.9,,0,-99,-99,-99,27.2,,19.2,
C0S910,2020-03-21 18:00:00,212,0,0,23.5,0.99,992.4,,0,-99,-99,-99,25.3,,21.9,
C0M650,2020-03-21 18:00:00,20,216,0.8,23.7,0.85,1011.8,,0,-99,-99,-99,27.6,,19.5,
C0K280,2020-03-21 18:00:00,23,230,1.6,23.6,0.85,1013.2,,0,-99,-99,-99,28.9,,18.8,
C0X310,2020-03-21 18:00:00,9,237,1.8,23.9,0.84,1013.5,,0,-99,-99,-99,25.2,,20.4,
C0A9C0,2020-03-21 18:00:00,35,229,1.6,24.2,0.69,1010,,0,-99,-99,-99,29.3,,19.6,
C0V810,2020-03-21 18:00:00,32,276,1.4,24.6,0.78,1009.4,,0,-99,-99,-99,25.5,,21.1,
C0E730,2020-03-21 18:00:00,26,313,1.2,23.3,0.8,1009,,0,-99,-99,-99,28.4,,20.5,
C0V770,2020-03-21 18:00:00,26,244,0.7,25.5,0.69,1010.9,,0,-99,-99,-99,28.7,,20.4,
C0UA10,2020-03-21 18:00:00,1711,316,0.8,13.4,1,833.5,,0.5,-99,-99,-99,20.5,,7.9,
C0R660,2020-03-21 18:00:00,20,293,1.5,25.1,0.8,1012.6,,0,-99,-99,-99,26.1,,21.2,
C0M640,2020-03-21 18:00:00,155,270,1.3,24.1,0.76,996.1,,0,-99,-99,-99,28.4,,19.2,
C0S660,2020-03-21 18:00:00,794,156,0.9,20.1,0.85,928.2,,0,-99,-99,-99,25.1,,14.9,
C0G900,2020-03-21 18:00:00,20,276,1.9,24.1,0.86,1010.2,,0,-99,-99,-99,26.1,,20.9,
C0F9U0,2020-03-21 19:00:00,74,261,1,23.9,0.81,1005.7,,0,-99,-99,-99,28.1,,20.7,
C0V680,2020-03-21 19:00:00,40,244,0.9,25.5,0.75,1009.5,,0,-99,-99,-99,28.3,,21.2,
C0AI10,2020-03-21 19:00:00,76,318,0.5,23,0.82,1004.4,,0,-99,-99,-99,29.9,,18.1,
C0V530,2020-03-21 19:00:00,34,231,1.5,24.5,0.78,1010.1,,0,-99,-99,-99,29.3,,19.4,
C0R550,2020-03-21 19:00:00,38,208,0.9,25.2,0.82,1010.9,,0,-99,-99,-99,29.1,,19.8,
C0F9L0,2020-03-21 19:00:00,253,281,0.4,22.3,0.9,985.1,,0,-99,-99,-99,27.4,,18.1,
C0A950,2020-03-21 19:00:00,60,260,3.2,22.3,0.98,1006.7,,0,-99,-99,-99,24.8,,20.3,
C0R160,2020-03-21 19:00:00,45,182,2.1,24.9,0.99,1008.7,,0,-99,-99,-99,30.1,,19.9,
C0F9S0,2020-03-21 19:00:00,43,291,1.7,23.7,0.8,1009.4,,0,-99,-99,-99,27.1,,20.4,
C0M820,2020-03-21 19:00:00,980,100,0.4,20.8,0.75,907.3,,0,-99,-99,-99,25.1,,14,
C0G870,2020-03-21 19:00:00,12,0,0.2,23,0.82,1013.7,,0,-99,-99,-99,26,,20,
C0R530,2020-03-21 19:00:00,16,210,1.8,25,0.74,1012.5,,0,-99,-99,-99,26.8,,21.5,
C0O840,2020-03-21 19:00:00,134,276,1.4,23.4,0.85,997.2,,0,-99,-99,-99,28.4,,18.4,
C0A890,2020-03-21 19:00:00,40,0,0,22.3,0.87,1008,,0,-99,-99,-99,29.5,,16.4,
C0A660,2020-03-21 19:00:00,97,0,0,20.9,0.91,1002,,0,-99,-99,-99,24.9,,18.5,
